user_id,age_group,is_senior,device_type,function_id,service_cluster,title,subtitle,session_id,timestamp,access_time_cluster,dwell_seconds,clicked,component_id,component_position,component_type
U00001,40s,False,Android,f005,finance,신용카드 혜택 한눈에,포인트 적립 현황,U00001-20250806-01,2025-08-07 07:49:29.498898,morning,121.04155407926226,0,cmp-f005-0758,3,card
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250806-01,2025-08-07 08:57:29.498898,morning,48.81343377353078,0,cmp-f010-0095,24,banner
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250806-01,2025-08-06 21:25:29.498898,night,23.492850032551164,1,cmp-f019-0774,33,list_item
U00001,40s,False,Android,f014,shopping,할인 정보 알림,관심 상품 가격 변동,U00001-20250806-01,2025-08-07 04:33:29.498898,dawn,144.89418772984322,0,cmp-f014-0745,2,banner
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250807-00,2025-08-07 21:19:29.498898,night,14.755805285915248,0,cmp-f001-0003,26,list_item
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250807-00,2025-08-08 01:30:29.498898,dawn,19.216879716167576,0,cmp-f013-0997,12,card
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250807-00,2025-08-08 08:38:29.498898,morning,54.59065861178955,0,cmp-f017-0820,7,card
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250807-00,2025-08-08 10:40:29.498898,afternoon,12.227735221030851,1,cmp-f017-0793,29,banner
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250807-01,2025-08-07 23:34:29.498898,dawn,54.50573039925361,1,cmp-f018-0449,9,list_item
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250807-01,2025-08-07 23:33:29.498898,dawn,69.96255934398846,0,cmp-f018-0802,3,banner
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250807-01,2025-08-07 11:47:29.498898,afternoon,6.528235979468187,1,cmp-f016-0816,17,banner
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250807-01,2025-08-07 16:06:29.498898,evening,46.84019076910419,0,cmp-f001-0990,21,grid_item
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250807-01,2025-08-08 02:57:29.498898,dawn,236.47722362287988,0,cmp-f016-0654,26,grid_item
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250807-01,2025-08-07 12:43:29.498898,afternoon,53.24233928759484,0,cmp-f013-0980,22,list_item
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250807-02,2025-08-08 00:23:29.498898,dawn,34.89980051492471,0,cmp-f019-0526,49,banner
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250807-02,2025-08-07 21:54:29.498898,night,125.57124673815909,0,cmp-f001-0169,34,banner
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250807-02,2025-08-07 20:05:29.498898,night,87.45151554668747,0,cmp-f010-0747,16,card
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250807-03,2025-08-08 06:49:29.498898,morning,17.983874509008523,0,cmp-f018-0439,46,banner
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250807-03,2025-08-08 11:27:29.498898,afternoon,15.812289901060998,0,cmp-f018-0309,45,banner
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250807-03,2025-08-07 16:57:29.498898,evening,12.38000781327301,0,cmp-f018-0516,5,list_item
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250807-03,2025-08-08 11:32:29.498898,afternoon,11.46202179457112,0,cmp-f018-0849,17,list_item
U00001,40s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00001-20250807-03,2025-08-08 05:36:29.498898,morning,2.1292474246128887,0,cmp-f012-0609,11,card
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250807-03,2025-08-07 12:43:29.498898,afternoon,114.71109112191319,1,cmp-f019-0039,25,banner
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250807-03,2025-08-07 17:43:29.498898,evening,1.0,0,cmp-f013-0601,18,grid_item
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250807-03,2025-08-07 13:29:29.498898,evening,114.3119173826523,0,cmp-f009-0317,29,grid_item
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250807-03,2025-08-08 01:14:29.498898,dawn,18.638888736064246,0,cmp-f013-0335,40,banner
U00001,40s,False,Android,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00001-20250808-00,2025-08-08 15:31:29.498898,evening,102.21404532951435,0,cmp-f008-0523,39,card
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250808-00,2025-08-08 13:41:29.498898,evening,23.710119818955626,0,cmp-f017-0222,34,grid_item
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250808-00,2025-08-08 14:44:29.498898,evening,19.98947176818411,1,cmp-f001-0223,34,card
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250808-00,2025-08-09 02:50:29.498898,dawn,161.31965853411307,1,cmp-f017-0915,32,grid_item
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250808-00,2025-08-08 18:53:29.498898,night,73.89545970727875,1,cmp-f017-0885,1,list_item
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250808-00,2025-08-08 13:27:29.498898,evening,114.80092132872238,0,cmp-f017-0284,12,banner
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250808-00,2025-08-09 01:55:29.498898,dawn,29.032743964443966,1,cmp-f001-0645,47,card
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250808-00,2025-08-09 06:09:29.498898,morning,68.98714361344913,0,cmp-f017-0737,29,list_item
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250808-00,2025-08-08 22:29:29.498898,night,10.720607547273342,0,cmp-f001-0074,32,card
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250808-01,2025-08-09 04:49:29.498898,dawn,49.63504919742083,0,cmp-f018-0583,46,banner
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250808-01,2025-08-08 12:05:29.498898,afternoon,95.61323242136463,1,cmp-f018-0827,3,grid_item
U00001,40s,False,Android,f007,lifestyle,홈 화면 계좌와 알림을 바로 확인,빠른 로그인 설정하기,U00001-20250808-01,2025-08-08 17:04:29.498898,evening,10.520194295748551,0,cmp-f007-0116,2,card
U00001,40s,False,Android,f007,lifestyle,홈 화면 계좌와 알림을 바로 확인,빠른 로그인 설정하기,U00001-20250809-00,2025-08-09 12:06:29.498898,afternoon,39.50809612640113,1,cmp-f007-0713,40,card
U00001,40s,False,Android,f020,recommendation,맞춤 콘텐츠 추천,관심사 기반 개인화,U00001-20250809-00,2025-08-10 00:29:29.498898,dawn,128.4961183027673,1,cmp-f020-0115,26,card
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250809-00,2025-08-10 04:12:29.498898,dawn,96.74254314664556,1,cmp-f002-0427,49,banner
U00001,40s,False,Android,f005,finance,신용카드 혜택 한눈에,포인트 적립 현황,U00001-20250809-00,2025-08-09 12:25:29.498898,afternoon,165.13164326693453,1,cmp-f005-0552,12,grid_item
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250809-00,2025-08-09 19:48:29.498898,night,101.1872741608754,1,cmp-f002-0207,4,grid_item
U00001,40s,False,Android,f020,recommendation,맞춤 콘텐츠 추천,관심사 기반 개인화,U00001-20250809-00,2025-08-10 03:06:29.498898,dawn,44.84386883752617,0,cmp-f020-0977,12,banner
U00001,40s,False,Android,f005,finance,신용카드 혜택 한눈에,포인트 적립 현황,U00001-20250809-00,2025-08-10 02:26:29.498898,dawn,23.940727808965736,0,cmp-f005-0903,29,card
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250809-00,2025-08-10 00:59:29.498898,dawn,76.20713638373797,1,cmp-f002-0311,41,grid_item
U00001,40s,False,Android,f004,finance,KB금융그룹 계열사 상품까지 한번에!,내게 맞는 대출 찾기,U00001-20250809-00,2025-08-10 03:59:29.498898,dawn,4.496242310057597,1,cmp-f004-0902,12,card
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250809-01,2025-08-10 09:33:29.498898,afternoon,14.193653937001473,0,cmp-f010-0020,15,grid_item
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250809-01,2025-08-10 02:50:29.498898,dawn,27.994041569478412,0,cmp-f016-0836,38,card
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250810-00,2025-08-10 19:36:29.498898,night,35.737012441679056,0,cmp-f010-0256,5,card
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250810-00,2025-08-10 20:17:29.498898,night,28.62010819917915,0,cmp-f019-0996,12,banner
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250810-00,2025-08-11 01:03:29.498898,dawn,46.57944682273162,1,cmp-f013-0641,9,list_item
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250810-00,2025-08-10 14:35:29.498898,evening,36.110594898115856,0,cmp-f019-0160,49,card
U00001,40s,False,Android,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00001-20250810-00,2025-08-11 10:49:29.498898,afternoon,1.0,0,cmp-f008-0796,39,list_item
U00001,40s,False,Android,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00001-20250811-00,2025-08-12 10:20:29.498898,afternoon,68.97817409907732,0,cmp-f008-0537,8,card
U00001,40s,False,Android,f020,recommendation,맞춤 콘텐츠 추천,관심사 기반 개인화,U00001-20250811-00,2025-08-11 16:50:29.498898,evening,64.53221962008533,0,cmp-f020-0360,26,card
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250811-00,2025-08-12 05:43:29.498898,morning,5.690409305940065,1,cmp-f017-0323,34,banner
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250811-00,2025-08-12 08:44:29.498898,morning,22.892820902237716,0,cmp-f019-0343,7,card
U00001,40s,False,Android,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00001-20250811-00,2025-08-12 04:21:29.498898,dawn,29.51612056268439,0,cmp-f008-0735,49,card
U00001,40s,False,Android,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00001-20250811-00,2025-08-12 02:32:29.498898,dawn,37.360656901016846,0,cmp-f019-0327,48,list_item
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250811-00,2025-08-11 15:14:29.498898,evening,44.87189112035957,1,cmp-f017-0782,43,grid_item
U00001,40s,False,Android,f015,shopping,배송 현황 추적,실시간 배송 위치 확인,U00001-20250811-00,2025-08-12 07:24:29.498898,morning,33.81795026053243,0,cmp-f015-0123,15,card
U00001,40s,False,Android,f007,lifestyle,홈 화면 계좌와 알림을 바로 확인,빠른 로그인 설정하기,U00001-20250811-01,2025-08-11 21:35:29.498898,night,7.7987375712840326,1,cmp-f007-0107,10,banner
U00001,40s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00001-20250811-01,2025-08-12 09:41:29.498898,afternoon,33.15382239063862,1,cmp-f012-0384,44,list_item
U00002,20s,False,Android,f004,finance,KB금융그룹 계열사 상품까지 한번에!,내게 맞는 대출 찾기,U00002-20250805-00,2025-08-05 15:15:29.498898,evening,33.09310871768472,1,cmp-f004-0482,44,card
U00002,20s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00002-20250805-00,2025-08-05 17:11:29.498898,evening,13.854378561300777,0,cmp-f012-0589,13,card
U00002,20s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00002-20250805-00,2025-08-06 04:21:29.498898,dawn,31.082976048623966,0,cmp-f012-0936,49,banner
U00002,20s,False,Android,f014,shopping,할인 정보 알림,관심 상품 가격 변동,U00002-20250805-00,2025-08-06 01:32:29.498898,dawn,19.225595547001568,1,cmp-f014-0740,33,grid_item
